judge,model,temperature_dir,variant,id,forecast_correct,plausibility,completeness,source_consistency,non_hallucination,informativeness,conciseness,shap_completeness,shap_plausibility,shap_informativeness,shap_evidence_words,shap_conciseness,shap_non_hallucination,shap_rationale_words,shap_source_consistency,shap_cat_economy-business,shap_cat_finance,shap_cat_technology,shap_cat_geopolitics,shap_cat_politics,shap_cat_sports-entertainment,shap_cat_environment-climate,shap_cat_law,shap_cat_health-pandemics,shap_cat_space,shap_cat_artificial-intelligence,shap_cat_elections,shap_cat_other,shap_variant_variant4_credibility,shap_variant_variant6_step_by_step_reasoning,shap_variant_variant8_temporal_anchors,shap_variant_variant2_key_attribute,shap_variant_variant5_key_conditions,shap_variant_variant7_uncertainty_language,shap_variant_variant1_predicted_event,shap_variant_variant3_reasoning_type,shap_temperature,shap_output_valid
combined_mean,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,124,1,0.95,0.95,0.95,0.975,0.95,0.95,0.07375827439663181,0.031160415428201353,0.03877858636961769,0.02498916484424631,0.01914872372401469,0.014223127099537852,-0.012850906618963332,0.013689313149743131,0.004449733055884061,-0.003889639571837954,-0.00047383376894887273,0.000880995753621703,-0.0009886263737200662,-0.0012671697009396018,-0.02425574983850509,-0.00015736445370489799,-0.0010187835725637337,0.00036110605363489235,0.0002084747993954992,-1.4347874232826876e-05,-1.0690468095014013e-06,-0.00011789420573799112,-0.0001721405615344233,0.000272921384954329,-0.00018959835875483982,-0.00015205793579007657,6.310183007612977e-05,-4.825566979082756e-06,8.300303406864148e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant1_predicted_event,124,1,0.95,0.95,0.95,0.975,0.95,0.95,0.07294826063153582,0.031661027131563414,0.03904092978564645,0.025393952620439968,0.01922221566838595,0.015487074159594584,-0.010367406748737627,0.013512216652774316,0.004453911695435626,-0.003827622344744608,-0.000479420035409801,0.0007927403432877448,-0.0009704850911363165,-0.0012520003862550309,-0.02304591731983784,-0.000187716482613265,-0.0010239420301257035,0.0003593309363123017,0.0001861319162132859,-6.317543516490853e-05,6.274071205939392e-06,-8.206012879844996e-05,-0.00017791121866428343,0.0002730517510053746,-0.0001393631066254953,-0.00015001284716076852,6.566925270085698e-05,0.0003821602262406675,4.232747722667795e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant2_key_attribute,124,1,0.35,0.65,0.2,0.15,0.6,0.95,-0.0671057366425422,-0.04486059035498121,-0.03446365069830961,0.015414283879213233,0.009791525286138473,0.028947274675750007,0.006428059064310596,-0.003580502339819128,0.0046347954761523195,-0.0010243248320541232,-0.0023363063695788083,-0.0025809104566665367,-0.004283200500349453,-0.0022156809443365484,-0.03365910950445348,-0.0003945354782777053,0.000885785869453476,2.001234557489503e-05,-0.00017142212853827127,0.00018829473051144613,-6.333846541068426e-05,-0.0001890196270054524,-0.0001466305903120416,7.184180959501382e-05,0.0003503976323101543,6.049971122306982e-05,8.20458786499167e-05,8.216577789709472e-05,2.6282902315160927e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant3_reasoning_type,124,1,0.925,0.925,0.9,0.9,0.925,0.95,0.06037035108067576,0.024609445859302623,0.04100810479662163,0.02586996778640221,0.02566556976877941,-0.011638704315475108,0.022507894831803436,-0.004244359941136085,0.0036398000002504103,-0.0015197300990906991,-0.0006983637003319457,0.0003233143161288213,-0.00047968237299758306,-0.0010800936127701192,-0.027781981271812712,-0.00010299659584297464,-0.0007926326755726446,0.0004791828631239196,7.300145848643145e-05,-0.0005163722877883268,-0.00011893836781999001,-0.00015448460976304684,-6.724902383664122e-05,0.00024227554358259682,-0.00014306296420170994,-8.273779944534967e-05,0.00011623050905770573,-4.952355601772788e-06,0.0001576127026752303,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant4_credibility,124,1,0.2,0.5,0.1,0.05,0.45,0.925,-0.06956865675726771,-0.05005066214192186,-0.02986589600127623,0.014979655356362935,-0.0024949118478359844,0.028332134449120895,0.0038297307808069095,-0.002958860354900745,0.004162898400813991,-0.0012867332706481434,-0.0024539557689593557,-0.0024603025671398773,-0.004241320621108726,-0.0023907363554113797,-0.036056138182461436,-0.00032879513645057957,0.0005124031373645044,0.00012234849157876618,0.0003190145305777219,-2.3362021365880633e-05,-5.7206597879701226e-05,0.0017701246299248515,-0.00020579010108387575,2.0580689363983906e-05,1.3001384963003411e-05,8.881574966304889e-05,7.413046147274802e-05,7.12939261960165e-05,4.2335961425361903e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant5_key_conditions,124,1,0.95,0.95,0.95,0.975,0.95,0.95,0.07259099462333922,0.031126209695629473,0.04087699391402299,0.02670881646978737,0.01972438075997613,0.014268114157932289,0.0031924907114026834,0.011602328004898672,0.004482010185980175,-0.003651780757174138,-0.0005092034793724949,0.0010424823946505923,-0.0009801496920913502,-0.0013658332335842864,-0.022157410262441637,-0.00029281653314929896,-0.0010191360891918624,0.00047684432347693,0.0001432144924479381,-0.00017103088020467731,-1.821355913721305e-06,-1.5240997246562521e-05,-0.0002213577897269277,0.00028163410242433427,-0.00010060259002344598,0.0018460977242377864,0.00011830566773736883,-7.445794257801454e-05,5.9987642928541596e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,124,1,0.95,0.95,0.95,0.975,0.95,0.95,0.07262039765580186,0.031729838541703186,0.04059636777670183,0.026243161430337003,0.018936831769377938,0.014999738110289653,-0.004813128305980668,0.012414341354905654,0.004583381501234603,-0.003771916015247636,-0.00047245333274632465,0.0009415667675172282,-0.0009669876907126146,-0.0012745161799052824,-0.02390235219940857,-0.000207925274575706,-0.0010886257167175705,0.00040339826190723707,0.00019083911995161816,-2.3981574396857023e-05,-5.030391983808538e-06,-4.257824133944662e-05,0.0016812533707502057,0.00028397024202311014,-9.15364375470715e-05,-0.00014200678235519438,0.00012200759723064707,-9.648995253235133e-05,5.539360381367635e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant7_uncertainty_language,124,1,0.95,0.95,0.95,0.975,0.95,0.95,0.07381858315048119,0.03188623955791843,0.04250037527843955,0.030766873874051,0.021068090865551663,0.012360662203015994,0.018743262535544272,0.010383200863513919,0.004420977253472058,-0.003713437894434798,-0.0003947618230320092,0.00123376453908442,-0.0009623244617200081,-0.0013994879919938703,-0.021240135808937376,-0.0003049606085696522,-0.0009368485114279671,0.0007134158636024986,0.0002606048778662567,-0.00034589149079502986,-7.801059634556408e-05,2.1613072761615145e-05,-0.00019590665225436126,0.00022751647259207445,-0.00020958726898038672,-6.844072112138803e-05,-0.0005351185666868212,-6.3169839026255e-05,5.4600475610553544e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant8_temporal_anchors,124,1,0.95,0.925,0.95,0.975,0.925,0.975,0.050437378824714836,0.027785134591192473,0.03678637940151089,0.03306376593821326,0.02945842495923133,0.009220137341600373,0.026434587364136283,0.008634531965051996,0.003938112711140769,-0.0019288170193910875,-0.0008061914653934335,0.0010288879015416187,-0.0007413889967217792,-0.0010028635065350135,-0.020309330409759248,-0.00033787483171691154,-0.0010624016444119057,0.0006918041126843607,0.00029787367547025957,-0.0003827798753334948,-0.00011929671952157243,-1.6928499948979847e-05,-0.00011339741997488032,-0.0016220174996172882,-0.00018661555756018436,-6.545865469755673e-05,0.0001719390167893982,-7.750174469715793e-05,0.0001499732884228676,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,229,1,0.5,0.45,0.4,0.1,0.5,0.95,-0.05512890084003988,-0.035039099916448595,-0.023633370815844188,0.05335800142060223,0.0152344296878621,0.02544674989202444,0.018872068808719174,-0.012462698630448113,0.0032744399378666694,-0.0012732547961440991,0.04032388650628504,-0.0011921585910068969,-0.0036976946852200964,-0.0018729276272240298,0.0023998800210268505,-0.0008097846514891141,0.0010795250328176347,-0.00064818694180914,0.0001523381228118172,0.0003462593213417585,0.00013848500913736446,-3.118909198130521e-07,-9.255314544562089e-05,3.388150327695115e-05,8.09554077345503e-05,6.214234901269712e-05,6.278834201246247e-05,0.00023876264058056356,3.124523331553605e-05,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant3_reasoning_type,229,1,0.5,0.45,0.35,0.1,0.5,0.95,-0.05500229291739798,-0.03565658919490948,-0.02364597956128253,0.0470987802637076,0.013643739146546806,0.02157649080213409,-0.018599969495412327,-0.011174625825071057,0.003309107238667783,-0.0014166943237960646,0.03846105079214581,-0.002060785102399485,-0.003435629654613415,-0.001827332921585259,0.002383000182574006,-0.000704758924604341,0.0014307949799948075,-0.0006726778532332273,0.00011928661319966338,0.00039304147658121715,0.00025103071577721453,-3.672924382959895e-05,-5.773376700846706e-05,6.0695938439947497e-05,-4.629887268073534e-05,-1.0402377884190773e-05,-7.788200880284989e-05,0.0002859913264640218,-0.00014008355343585373,0.0,0.0
combined_mean,GPT-OSS-120B,temperature_025,variant4_credibility,229,1,0.45,0.45,0.35,0.05,0.45,0.95,-0.05271410684961472,-0.03482930953591866,-0.02323070467487875,0.04660144804799618,0.014332632368086603,0.025359249401196604,-0.01841017011601652,-0.010508954527038879,0.0032597243962071386,-0.0015244198861142835,0.04134424729571599,-0.0018777441924989727,-0.003603727959970438,-0.001850906520096301,0.0023408761351220377,-0.0006611404805150231,0.0015685928310859177,-0.0006864146194922974,0.00013037291291804028,0.0003934979627561865,0.00024774526491140293,0.0004046938885959957,-5.961625034518678e-05,5.838495879635216e-05,-4.891464636724613e-05,7.656020899380185e-05,-6.925125630058537e-05,0.00029011841724157567,4.176750543507211e-05,0.0,0.0
