judge,model,temperature_dir,variant,id,forecast_correct,plausibility,completeness,source_consistency,non_hallucination,informativeness,conciseness,shap_plausibility,shap_completeness,shap_source_consistency,shap_non_hallucination,shap_informativeness,shap_conciseness
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant1_predicted_event,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant2_key_attribute,124,1,0.0,0.5,0.0,0.0,0.5,1.0,-0.0879923402311383,-0.06218009489114497,-0.007144802892182513,0.02918579989918438,-0.021960334159813872,-0.002539636901785681
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant3_reasoning_type,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant4_credibility,124,1,0.0,0.5,0.0,0.0,0.5,1.0,-0.0879923402311383,-0.06218009489114497,-0.007144802892182513,0.02918579989918438,-0.021960334159813872,-0.002539636901785681
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant5_key_conditions,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant7_uncertainty_language,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant8_temporal_anchors,124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.05747146483336433,0.032410571728802816,0.015061096848727442,-0.00403064194582259,0.020414094430165876,-0.0022870867528620156
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,229,1,0.5,0.5,0.5,0.0,0.5,1.0,-0.10848162487645459,-0.07341542913712122,-0.0076183572359517495,0.03269575236091982,-0.025038273354776937,-0.0036064638041615523
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant1_predicted_event,229,1,0.5,0.5,0.5,0.0,0.5,1.0,-0.10848162487645459,-0.07341542913712122,-0.0076183572359517495,0.03269575236091982,-0.025038273354776937,-0.0036064638041615523
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant2_key_attribute,229,1,0.5,0.5,0.5,0.0,0.5,1.0,-0.10848162487645459,-0.07341542913712122,-0.0076183572359517495,0.03269575236091982,-0.025038273354776937,-0.0036064638041615523
